Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Days,Children,Total_Spending,Cluster,AcceptedCampaigns,TotalPurchases
0,4,23616.0,76,2,8,0,1,44,4793,1,79,2,0,6
2,3,53858.0,50,4,4,0,0,50,4801,1,915,0,0,13
4,3,66465.0,1,3,6,0,0,71,4660,1,1485,0,1,32
2,4,46923.0,90,3,7,0,0,39,4880,1,369,2,0,13
2,5,75072.0,83,2,3,0,0,64,4726,1,1073,0,0,17
4,3,75865.0,73,1,1,0,0,83,4294,0,1242,1,0,18
0,5,19789.0,24,3,5,0,0,51,4425,1,78,2,1,6
2,5,80134.0,11,1,5,0,0,32,4339,0,1378,3,4,20
2,4,91065.0,33,1,3,0,1,45,4696,0,1474,3,2,25
3,3,49505.0,4,9,8,0,0,55,4685,2,751,0,0,20
4,3,37401.0,14,2,7,0,0,53,4258,1,48,2,0,5
3,5,18492.0,75,1,8,0,0,44,4228,1,10,2,0,3
3,3,82584.0,26,1,1,0,1,52,4594,0,1435,3,2,15
4,3,93027.0,77,0,2,0,0,85,4646,0,2119,1,1,22
2,3,48686.0,8,1,8,0,0,73,4411,3,20,2,0,3
2,3,92910.0,42,1,1,0,0,40,4270,0,1795,3,3,26
2,3,75433.0,28,2,6,0,0,37,4289,1,1188,3,2,17
0,5,10404.0,52,2,5,0,0,37,4260,1,43,2,0,5
2,3,61314.0,1,2,3,0,0,58,4634,1,1008,1,0,22
4,4,84865.0,1,1,4,0,1,65,4620,0,1688,3,4,15
2,3,42387.0,42,5,8,0,0,37,4812,1,684,0,0,16
0,5,67309.0,76,15,7,0,0,59,4726,2,1082,0,0,24
2,3,75236.0,27,1,4,0,0,62,4420,1,1068,1,0,24
2,4,30015.0,28,2,5,0,0,56,4351,1,57,2,0,5
3,5,50943.0,49,1,5,0,0,70,4577,1,46,2,0,4
2,2,67272.0,12,3,5,0,0,60,4394,1,733,0,0,20
3,6,51529.0,14,2,8,0,0,77,4499,1,467,0,0,15
4,3,32011.0,89,3,7,0,0,55,4515,1,122,2,0,7
0,3,7500.0,96,2,8,0,0,40,4711,1,36,2,0,5
2,3,28691.0,56,1,8,0,0,37,4564,1,34,2,0,4
4,3,56223.0,72,2,4,0,0,78,4395,1,156,2,0,8
2,3,18100.0,14,1,5,0,0,80,4531,0,14,2,0,3
0,3,20130.0,99,1,8,0,0,52,4308,0,34,2,0,4
2,2,23295.0,72,1,8,0,0,67,4555,0,20,2,0,3
3,2,42618.0,92,2,8,0,0,54,4467,1,192,2,0,9
2,4,81246.0,87,1,1,0,0,62,4386,0,1379,3,2,16
2,3,24027.0,7,2,8,0,0,50,4589,1,48,2,0,5
4,3,55707.0,91,2,3,0,0,73,4393,1,428,0,0,14
2,4,57959.0,71,5,3,0,0,71,4627,1,868,0,0,22
2,3,56796.0,24,3,7,0,0,57,4702,1,1001,0,0,24
3,4,36230.0,17,1,5,0,0,55,4459,1,59,2,0,6
0,3,70829.0,87,2,3,0,0,46,4414,2,431,0,0,14
2,3,65991.0,21,3,7,0,0,50,4864,1,971,0,0,24
2,3,38988.0,90,7,8,0,0,54,4882,3,348,0,0,12
0,4,89572.0,44,1,4,0,1,60,4856,0,2059,3,2,23
3,3,42207.0,71,4,6,0,1,42,4658,1,265,2,1,10
2,3,50300.0,52,2,2,0,0,74,4239,1,270,2,0,11
0,5,66664.0,78,1,3,0,0,44,4846,0,1289,1,0,18
2,3,60597.0,2,4,7,0,1,62,4383,1,893,0,1,12
2,6,70165.0,60,1,1,0,0,77,4484,0,926,1,0,21
4,6,50520.0,25,2,6,0,0,68,4356,1,135,2,0,7
2,3,33183.0,46,2,7,0,0,51,4329,1,120,2,0,7
4,4,66582.0,83,1,1,0,0,57,4322,0,1288,1,0,19
4,5,75261.0,17,1,2,0,1,71,4636,0,1743,3,2,16
2,6,31880.0,13,1,8,0,0,56,4810,1,15,2,0,3
2,3,53790.0,86,3,6,0,0,75,4319,2,542,0,0,17
4,5,49269.0,92,3,7,0,0,55,4887,1,890,0,0,22
2,3,61456.0,47,4,4,0,0,51,4663,1,1388,1,0,29
2,3,37406.0,18,1,8,0,1,46,4466,1,17,2,0,3
4,5,56937.0,81,7,6,0,1,45,4898,1,906,0,1,23
2,3,38415.0,91,2,7,0,0,48,4747,2,44,2,0,4
2,4,20518.0,58,1,5,0,0,38,4246,1,25,2,0,4
2,3,62503.0,40,4,5,0,0,70,4700,1,973,0,0,22
4,4,41644.0,67,2,3,0,0,54,4255,2,31,2,0,4
3,3,55842.0,19,1,5,0,0,49,4241,1,518,2,0,16
4,3,62010.0,93,4,5,0,0,54,4818,1,530,0,0,15
2,3,41124.0,41,7,8,0,0,49,4810,1,506,0,0,14
3,3,38961.0,60,1,7,0,0,53,4385,1,70,2,0,5
3,2,37760.0,54,1,6,0,0,54,4526,1,54,2,0,5
2,4,32233.0,26,2,9,0,1,52,4883,1,296,2,1,10
2,3,43057.0,30,4,5,0,0,51,4446,1,266,2,0,11
3,5,83151.0,93,1,3,0,0,66,4831,0,747,1,0,18
4,2,78825.0,35,1,3,0,1,62,4857,0,895,1,0,28
3,5,65104.0,4,2,7,0,0,50,4431,1,1053,0,0,15
2,3,60093.0,92,2,6,0,0,52,4572,1,735,0,0,19
2,3,14045.0,24,1,7,0,0,57,4358,1,20,2,0,4
0,6,28457.0,96,1,8,0,0,74,4813,0,205,2,0,9
4,5,78952.0,11,2,6,0,0,68,4847,1,2092,1,0,19
2,2,46310.0,99,2,8,0,0,50,4777,1,309,2,0,12
2,5,76005.0,72,1,6,0,0,71,4696,0,1722,1,1,21
3,4,58308.0,77,4,8,0,0,62,4737,1,900,0,0,11
4,2,55614.0,85,1,7,0,0,82,4418,0,682,0,1,19
3,2,59432.0,88,3,5,0,0,64,4646,1,663,0,0,19
2,2,55563.0,22,1,3,0,0,48,4289,1,43,2,0,5
4,5,78642.0,83,1,6,0,0,55,4638,1,1816,1,0,17
4,5,67911.0,63,3,3,0,0,77,4242,1,976,0,0,24
2,3,65275.0,9,1,2,0,0,82,4656,0,746,1,0,20
2,5,27203.0,92,2,8,0,0,76,4896,2,64,2,0,4
3,5,48330.0,2,1,5,0,0,65,4430,1,32,2,0,4
1,3,24279.0,6,1,8,0,0,36,4751,0,263,2,0,8
4,3,64355.0,66,2,8,0,0,41,4878,1,1445,0,0,19
2,6,53653.0,29,2,6,0,0,73,4803,0,1210,0,0,26
2,3,65665.0,77,1,3,0,0,50,4413,1,945,1,0,23
2,4,81217.0,77,1,1,0,0,37,4549,0,1157,1,0,21
2,3,34935.0,71,1,7,0,0,34,4577,0,137,2,0,7
2,2,61250.0,49,6,5,0,0,67,4764,1,730,0,0,19
4,5,39665.0,97,3,7,0,0,45,4604,1,216,2,1,9
2,4,60152.0,6,1,3,0,0,47,4662,1,943,1,0,22
2,3,48920.0,93,3,7,0,0,62,4456,2,347,0,1,13
3,5,89120.0,78,1,1,0,0,67,4308,0,1924,1,1,18
4,5,44124.0,62,4,8,0,0,80,4618,1,397,0,0,13
3,4,81169.0,47,1,2,0,0,51,4645,0,2089,1,0,21
2,3,36443.0,9,4,8,0,0,65,4715,2,138,2,0,7
2,4,26095.0,77,1,7,0,0,36,4568,1,42,2,0,4
2,5,71367.0,24,1,2,0,0,67,4514,0,777,1,0,16
3,3,80184.0,19,1,3,0,0,82,4324,0,1902,3,2,19
2,2,30630.0,67,2,7,0,0,61,4357,2,52,2,0,5
3,4,73454.0,95,1,5,0,0,39,4324,0,1651,1,1,12
2,3,42691.0,48,1,5,0,0,35,4521,0,358,2,0,12
2,3,70503.0,73,1,6,0,0,73,4841,0,1727,3,2,15
2,3,25545.0,35,3,6,0,1,39,4863,1,210,2,0,7
2,3,32880.0,76,1,8,0,0,40,4776,1,42,2,0,4
4,5,77863.0,20,1,2,0,0,68,4418,0,1291,1,0,19
3,3,50353.0,72,1,3,0,0,49,4225,0,442,1,0,14
2,4,61839.0,20,1,8,0,0,62,4890,0,1895,1,0,16
4,3,49154.0,69,6,6,0,0,66,4442,2,411,0,0,13
0,6,47682.0,80,4,5,0,0,51,4703,1,521,0,0,15
2,4,72679.0,65,1,1,0,0,57,4488,1,1168,1,0,16
3,5,57954.0,52,7,7,0,0,49,4215,2,493,0,1,16
2,3,65316.0,65,2,4,0,0,64,4635,2,260,2,0,10
2,4,28567.0,57,2,6,0,0,44,4581,1,46,2,0,5
3,5,47352.0,70,4,7,0,0,75,4648,1,319,0,0,12
2,5,44931.0,0,1,5,0,0,59,4366,1,96,2,0,6
2,2,76982.0,19,1,4,0,1,59,4338,0,1062,3,1,15
0,5,57247.0,50,2,2,0,0,74,4529,1,232,2,0,10
3,4,22944.0,67,3,7,0,0,45,4392,1,76,2,0,6
0,5,25315.0,46,3,8,0,0,49,4438,1,54,2,0,6
2,6,43638.0,37,2,7,0,0,57,4896,1,201,2,0,9
4,4,42710.0,38,2,6,0,0,42,4782,1,406,2,0,12
4,3,84169.0,9,1,3,0,1,44,4530,0,1919,3,2,19
2,5,54058.0,56,2,3,0,0,50,4594,1,662,0,0,18
0,3,24683.0,98,2,5,0,0,36,4317,1,41,2,0,6
2,6,85620.0,68,1,1,0,1,62,4377,0,1600,1,0,13
2,3,47850.0,72,1,6,0,0,46,4412,1,134,2,0,7
2,3,19514.0,47,4,8,0,1,58,4358,2,69,2,1,6
3,3,27159.0,33,2,6,0,0,53,4296,2,21,2,0,4
0,4,39548.0,87,2,3,0,0,63,4294,2,54,2,0,5
2,4,21474.0,0,2,7,0,1,37,4286,1,91,2,1,6
4,4,60504.0,73,2,6,0,0,55,4346,1,526,0,0,16
2,3,22419.0,74,1,8,0,0,63,4641,0,162,2,0,7
3,3,81698.0,4,1,1,0,1,77,4439,0,1008,1,0,24
2,5,43462.0,50,6,8,0,0,74,4859,2,240,0,0,10
4,4,54880.0,57,2,5,0,0,48,4689,1,795,1,0,19
2,3,79908.0,30,1,2,0,0,44,4654,0,1772,1,1,18
0,3,15315.0,27,2,5,0,0,56,4534,0,64,2,0,6
2,5,87771.0,61,1,6,0,1,67,4607,1,1957,3,4,19
2,3,33039.0,4,1,5,0,0,48,4497,1,78,2,0,6
2,4,81741.0,75,0,2,0,0,46,4582,0,1572,1,0,19
3,5,71499.0,12,2,4,0,0,55,4573,1,795,0,0,24
0,3,62466.0,13,5,4,0,0,56,4369,1,889,1,0,21
4,2,48799.0,9,3,3,0,0,63,4440,1,331,0,0,12
4,5,52157.0,48,2,4,0,0,76,4226,1,265,0,0,10
2,4,66565.0,80,4,8,0,0,64,4775,1,1065,0,0,15
3,5,29298.0,60,1,5,0,0,75,4499,2,11,2,0,3
2,4,47691.0,43,1,6,0,0,47,4563,1,21,2,0,3
2,5,38200.0,19,1,7,0,0,56,4773,2,17,2,0,3
2,3,44989.0,26,5,6,0,0,52,4859,1,369,0,0,11
4,3,38443.0,58,2,7,0,0,58,4357,2,38,2,0,4
0,4,38593.0,42,3,8,0,0,48,4493,1,177,2,0,8
4,5,64413.0,27,1,5,0,0,56,4536,1,279,0,0,11
3,3,36959.0,56,2,8,0,0,45,4474,1,62,2,0,5
4,3,61996.0,27,3,5,0,1,49,4718,1,1230,3,3,18
2,3,51287.0,10,3,7,0,0,58,4293,2,182,2,0,8
2,3,13260.0,48,4,8,0,0,56,4514,2,49,2,0,6
4,5,47472.0,39,2,5,0,0,60,4490,2,75,2,0,6
3,5,54603.0,85,6,7,0,0,70,4559,2,227,0,0,10
4,3,45207.0,64,5,6,0,0,52,4800,2,215,0,1,10
0,5,47821.0,54,1,8,0,0,59,4456,2,47,2,0,4
3,3,27450.0,57,1,7,0,0,75,4644,0,143,2,0,6
2,5,39453.0,64,2,6,0,0,43,4291,1,55,2,0,5
0,5,26850.0,10,4,4,0,0,55,4276,2,63,2,0,7
2,6,79800.0,65,1,3,0,1,71,4848,0,1867,3,3,21
3,3,61794.0,74,2,2,0,0,65,4492,1,611,0,0,18
2,5,53863.0,4,3,7,0,0,71,4247,1,473,0,1,15
2,5,24221.0,94,1,4,0,0,67,4517,0,55,2,0,5
4,4,39684.0,41,2,7,1,1,42,4829,1,81,2,0,5
3,3,92163.0,25,0,2,0,1,51,4768,0,2086,3,2,21
3,4,69882.0,94,1,1,0,0,61,4435,0,1478,1,0,19
2,5,33178.0,9,1,4,0,0,49,4354,1,49,2,0,4
4,3,59973.0,47,1,1,0,0,54,4495,0,382,1,0,14
3,5,17459.0,12,3,7,0,1,51,4487,1,69,2,0,6
2,2,23910.0,80,1,7,0,0,57,4815,1,67,2,0,5
3,3,42169.0,20,2,8,0,0,57,4457,2,30,2,0,4
0,3,26224.0,39,3,6,0,0,48,4594,1,63,2,0,6
2,5,31089.0,57,3,8,0,0,45,4885,1,79,2,0,7
2,4,30081.0,27,1,7,0,0,65,4697,1,42,2,0,4
2,5,62807.0,83,3,5,0,0,66,4871,1,819,0,0,20
2,4,72906.0,79,1,1,0,0,71,4489,0,1151,1,0,16
4,3,61467.0,69,3,5,0,0,78,4771,2,594,0,0,17
3,5,49618.0,77,4,7,0,0,60,4723,2,129,2,0,7
3,4,21888.0,15,4,10,0,1,40,4751,1,213,2,0,8
2,2,26150.0,61,1,7,0,0,70,4679,3,28,2,0,4
1,3,30801.0,23,2,7,0,0,51,4815,1,45,2,0,4
2,3,81168.0,84,1,3,0,0,61,4257,0,1193,1,1,17
3,4,26877.0,74,2,6,0,0,57,4518,0,268,2,0,10
3,6,45006.0,90,1,3,0,0,82,4550,0,266,2,0,11
1,3,18978.0,41,1,8,0,0,53,4769,1,37,2,0,4
4,4,48240.0,73,3,5,0,1,57,4801,0,882,1,0,22
2,3,45837.0,88,5,7,0,0,52,4542,2,373,0,0,13
3,4,35791.0,94,2,8,0,0,61,4623,3,35,2,0,4
2,6,54162.0,31,1,4,0,0,48,4672,2,42,2,0,4
3,3,30522.0,6,5,2,0,0,66,4885,1,326,0,0,12
4,3,54456.0,23,3,6,0,0,65,4557,1,404,0,0,14
2,4,31632.0,92,1,7,0,0,55,4554,0,95,2,0,5
2,6,72298.0,52,1,1,0,0,77,4315,0,939,3,2,13
0,4,36975.0,50,1,7,0,0,48,4387,1,33,2,0,4
0,3,72635.0,54,1,3,0,0,71,4595,0,981,1,1,20
2,3,13624.0,93,2,6,0,0,50,4729,1,36,2,0,5
2,4,84196.0,56,1,3,0,0,51,4595,1,1237,1,0,19
2,5,70971.0,28,7,7,0,1,66,4850,1,1825,1,0,27
4,2,34487.0,94,3,9,0,0,49,4865,2,103,2,0,6
2,4,28769.0,76,3,9,0,0,49,4762,1,191,2,0,9
4,3,69084.0,43,2,8,0,0,56,4426,1,1586,1,0,23
4,5,65488.0,46,1,1,0,0,68,4220,0,963,1,0,13
0,4,32218.0,27,1,7,0,1,66,4338,0,93,2,1,6
2,4,83917.0,12,1,3,0,1,53,4641,0,1587,1,0,20
2,2,46102.0,3,1,7,0,0,64,4315,3,16,2,0,3
2,4,84574.0,72,1,5,0,0,74,4594,0,1375,1,0,31
2,3,56181.0,6,1,4,0,0,64,4741,1,393,0,0,13
3,2,63120.0,53,5,7,0,1,76,4843,1,1477,0,0,21
2,3,73691.0,58,2,2,0,0,55,4439,1,1179,0,1,16
4,5,76140.0,57,1,2,0,0,78,4251,0,1348,1,0,20
4,2,62859.0,37,4,6,0,0,67,4750,1,1307,0,0,19
2,4,45906.0,20,2,5,0,0,62,4622,1,486,0,1,13
3,5,77632.0,73,1,2,0,1,79,4680,0,2252,3,2,12
4,3,46463.0,56,7,6,0,0,55,4519,2,235,0,0,10
2,5,105471.0,36,0,3,0,1,56,4728,0,1724,3,2,30
3,2,55282.0,9,1,4,0,0,56,4402,1,235,2,0,10
3,3,78710.0,42,3,4,0,0,49,4241,1,1092,0,0,25
2,5,66886.0,28,2,5,0,0,68,4490,1,599,0,0,15
3,4,98777.0,23,0,1,0,0,66,4336,0,2008,1,1,19
2,5,29103.0,38,2,9,0,0,41,4875,1,48,2,0,4
2,3,67445.0,63,5,6,0,0,52,4890,1,1174,0,0,27
4,5,50616.0,71,1,2,0,0,76,4281,1,67,2,0,6
2,2,49431.0,9,2,8,0,0,71,4899,1,365,0,0,13
2,5,61278.0,87,2,6,0,0,73,4380,1,165,2,0,8
4,5,73059.0,36,1,4,0,0,79,4506,1,1095,1,0,25
4,4,46734.0,86,4,6,0,0,60,4455,3,223,0,1,8
2,5,56253.0,83,4,6,0,0,63,4773,1,597,0,0,18
2,6,58330.0,87,1,4,0,0,51,4390,1,1064,1,0,23
1,3,25965.0,29,1,8,0,0,46,4864,0,74,2,0,5
3,5,14661.0,88,1,6,0,0,70,4748,0,26,2,0,4
2,3,18690.0,77,1,8,0,0,67,4752,0,60,2,0,4
4,5,45068.0,25,1,7,0,0,52,4613,1,20,2,0,3
1,4,21063.0,34,2,6,0,0,39,4481,1,59,2,0,5
4,3,29187.0,43,1,8,0,0,58,4620,1,34,2,0,4
0,3,54690.0,76,3,3,0,0,55,4438,2,198,2,0,9
4,3,59304.0,81,3,5,0,0,62,4539,1,1048,1,0,25
3,4,59247.0,87,5,6,0,0,64,4437,2,574,0,0,16
2,6,66731.0,33,4,3,0,0,56,4859,1,1029,1,0,13
2,3,77353.0,38,2,4,0,0,46,4399,1,670,1,0,18
2,3,26751.0,26,1,8,0,0,52,4242,2,11,2,0,3
4,3,81300.0,17,3,5,0,1,63,4811,1,1241,0,1,18
2,4,70337.0,75,1,1,0,0,47,4382,0,576,1,0,16
0,3,36145.0,13,4,9,0,1,41,4582,1,172,2,1,8
4,4,65295.0,19,1,2,0,0,46,4392,0,664,1,0,19
2,2,68118.0,51,2,6,0,0,63,4458,1,928,0,0,21
2,2,68743.0,81,1,7,0,0,59,4872,0,2074,1,0,29
0,5,41039.0,32,1,8,0,0,44,4543,0,467,2,0,14
2,5,38946.0,84,2,5,0,0,71,4452,1,257,2,0,10
2,5,65777.0,87,1,1,0,0,59,4396,0,1146,1,0,16
4,2,66476.0,99,2,4,0,0,50,4683,1,689,0,0,18
4,4,86857.0,96,1,2,0,1,54,4859,0,2114,1,0,21
4,5,77845.0,40,1,1,0,0,37,4248,0,1346,3,2,20
4,5,69476.0,3,1,2,0,0,57,4476,0,1044,1,0,14
4,2,50611.0,98,6,6,0,1,66,4837,1,493,0,1,16
2,4,61209.0,73,1,2,0,0,56,4512,0,957,1,0,12
3,5,42315.0,90,3,3,0,0,68,4556,1,270,0,0,9
1,5,13084.0,29,1,6,0,0,74,4443,0,29,2,0,4
3,6,47570.0,3,3,7,0,1,77,4600,2,121,2,0,6
3,3,61923.0,94,1,3,0,0,65,4542,2,126,2,0,7
2,4,34824.0,65,1,6,0,0,31,4299,0,23,2,0,3
4,4,26518.0,33,3,8,0,1,77,4651,2,57,2,0,5
2,4,45938.0,46,2,6,0,0,65,4442,0,636,0,0,18
2,5,78468.0,29,1,4,0,0,66,4285,0,1004,1,1,27
2,2,78901.0,99,3,4,0,0,53,4489,1,734,0,0,17
2,3,71427.0,26,2,4,0,0,48,4313,2,614,0,0,18
2,2,71022.0,30,3,8,0,0,48,4342,1,1453,0,1,18
3,4,90247.0,27,1,1,0,1,38,4265,0,1621,3,3,14
3,2,41335.0,24,3,7,0,0,58,4389,1,187,2,0,9
4,2,35682.0,34,1,2,0,0,56,4206,1,57,2,0,5
2,2,43185.0,88,2,8,0,0,75,4649,1,637,0,0,18
4,5,66375.0,96,3,7,0,0,78,4424,1,948,0,1,11
2,3,25252.0,26,1,8,0,0,40,4556,1,18,2,0,3
3,4,55250.0,49,4,5,0,0,61,4820,1,903,0,0,22
2,4,33249.0,11,2,6,0,0,51,4698,1,112,2,0,6
2,5,58398.0,44,3,4,0,0,73,4615,0,596,0,0,17
2,5,50272.0,75,3,7,0,0,44,4530,1,233,2,0,10
4,3,76618.0,64,1,1,0,0,51,4773,0,1511,1,0,10
0,2,87305.0,19,1,2,0,1,66,4848,0,1152,3,1,16
2,5,25851.0,45,2,7,0,0,48,4707,1,48,2,0,5
2,2,58710.0,77,6,6,0,0,56,4659,1,1185,0,0,25
2,4,45160.0,9,1,7,0,0,68,4296,2,21,2,0,3
3,3,74806.0,1,2,4,0,0,61,4761,1,965,0,0,14
2,3,59111.0,90,1,7,0,0,72,4627,0,869,0,0,20
4,3,18988.0,43,2,7,0,0,42,4241,1,16,2,0,4
2,3,72190.0,79,1,3,0,0,61,4705,0,1947,1,0,15
2,3,7500.0,19,5,9,0,1,50,4901,1,71,2,1,7
2,3,80395.0,62,1,2,0,0,71,4422,0,1380,1,1,23
3,2,75012.0,41,1,1,0,0,50,4359,0,1027,1,0,22
3,3,56962.0,60,7,7,0,0,61,4465,3,411,0,0,14
2,5,89891.0,17,1,4,0,0,35,4644,0,836,1,1,25
4,2,35946.0,24,1,5,0,0,77,4479,2,11,2,0,3
4,5,53593.0,60,8,8,0,0,73,4895,2,480,0,0,15
4,2,45072.0,74,5,8,0,0,78,4460,3,284,0,0,11
2,2,89694.0,22,3,5,0,0,53,4467,2,1472,3,3,11
2,3,72025.0,46,1,2,0,1,77,4265,0,1677,3,3,25
2,3,67432.0,69,2,4,0,0,53,4661,1,1335,1,0,17
3,5,70545.0,29,1,2,0,0,74,4230,1,334,0,0,12
1,3,17487.0,37,1,7,0,0,37,4672,1,18,2,0,3
2,5,62882.0,26,2,4,0,0,57,4893,1,1338,1,0,18
4,4,64108.0,8,4,5,0,0,73,4667,1,1099,0,0,26
3,5,34941.0,26,2,8,0,0,70,4684,2,97,2,0,6
4,4,48767.0,79,3,5,0,0,76,4383,3,63,2,0,6
0,5,38702.0,71,2,6,0,0,48,4536,1,109,2,0,7
2,3,82224.0,83,1,3,0,0,62,4359,0,902,1,1,20
2,5,83844.0,57,1,1,0,0,74,4617,0,1574,1,1,19
0,3,17003.0,37,3,5,0,0,51,4406,1,38,2,0,6
2,4,71163.0,30,1,1,0,0,31,4316,0,960,1,0,23
2,4,33697.0,34,1,7,0,0,56,4491,1,28,2,1,3
0,3,63564.0,0,1,6,0,1,72,4355,0,1215,3,1,27
4,5,83443.0,89,1,2,0,0,54,4384,0,1497,1,0,21
4,5,51518.0,92,2,3,0,0,68,4473,1,449,0,0,15
2,3,80952.0,20,1,8,0,1,57,4690,0,1757,3,3,24
2,5,75507.0,56,1,3,0,0,47,4262,0,1440,1,0,20
0,5,63855.0,28,1,4,0,0,48,4709,0,1006,1,0,23
4,5,62220.0,55,5,6,0,1,54,4891,1,1226,0,0,18
2,3,58512.0,25,5,8,0,0,62,4487,1,1171,0,0,15
3,3,40662.0,0,2,4,0,0,47,4675,1,92,2,0,6
4,3,38829.0,86,1,5,0,0,67,4288,1,99,2,0,7
0,3,35523.0,8,2,7,0,0,45,4473,1,66,2,0,6
2,4,79146.0,33,2,6,0,0,59,4270,2,564,0,0,17
3,3,78285.0,13,1,3,0,0,38,4448,0,1427,1,0,20
4,4,31626.0,12,1,7,0,1,48,4619,1,86,2,1,5
2,4,75127.0,92,1,1,0,0,74,4242,0,833,1,0,18
2,3,48726.0,90,3,6,0,0,71,4632,1,242,0,0,9
2,3,74985.0,8,1,2,0,0,49,4860,0,1869,1,0,16
2,5,67430.0,6,1,6,0,0,39,4866,0,1364,1,0,28
0,3,46891.0,91,1,4,0,0,61,4505,1,183,2,0,7
3,3,62058.0,52,4,6,0,0,70,4603,1,450,0,0,14
2,3,72063.0,3,2,2,0,0,47,4565,1,758,0,0,19
4,3,78939.0,57,1,3,0,0,75,4403,0,1507,1,0,19
2,4,42720.0,9,8,8,0,1,61,4635,2,654,0,0,17
2,3,33622.0,22,3,7,0,0,54,4646,2,81,2,0,6
4,5,6835.0,76,0,20,0,0,69,4772,1,137,2,0,1
2,5,41452.0,86,1,7,0,0,73,4684,2,16,2,0,3
4,4,40760.0,64,2,6,0,0,61,4507,1,93,2,0,6
4,5,74250.0,90,1,1,0,0,68,4358,0,1158,1,0,17
3,4,51124.0,79,2,3,0,0,71,4397,2,43,2,0,4
2,4,72258.0,28,2,2,0,0,55,4494,1,1525,1,0,20
4,4,71466.0,86,1,1,0,0,52,4289,0,1230,1,0,18
2,5,36283.0,42,2,4,0,0,50,4280,2,29,2,0,4
2,4,20587.0,39,1,7,0,0,56,4253,1,25,2,0,4
2,3,30467.0,8,1,7,0,0,54,4306,1,24,2,0,3
2,5,31590.0,40,1,8,0,0,54,4580,1,38,2,0,4
1,3,20425.0,5,2,7,0,0,40,4812,1,57,2,0,5
3,5,17144.0,96,5,7,0,0,66,4338,2,47,2,0,7
4,2,42564.0,28,6,7,0,1,58,4747,1,813,0,1,18
3,3,43783.0,22,6,7,0,0,48,4235,1,629,0,1,16
2,2,40780.0,30,4,9,0,0,50,4863,1,377,0,0,13
3,5,62847.0,45,1,2,0,0,81,4734,0,1612,1,0,13
4,3,82017.0,58,1,2,0,1,69,4803,0,729,3,3,16
2,4,16813.0,49,1,7,0,0,76,4549,0,50,2,1,5
2,3,51267.0,37,4,4,0,0,48,4447,2,270,2,0,11
2,4,46524.0,70,2,3,0,0,65,4654,1,177,2,0,7
3,4,45183.0,33,1,7,0,0,64,4729,0,315,0,1,12
4,3,70421.0,98,3,6,0,0,72,4205,1,767,0,0,20
0,2,60161.0,17,3,8,0,0,61,4818,1,1071,0,0,23
2,5,73926.0,54,1,3,0,0,53,4688,0,1580,1,0,23
2,3,19329.0,39,3,8,0,0,58,4401,1,60,2,0,7
3,3,61872.0,81,4,4,0,0,56,4402,1,573,0,0,17
2,6,46984.0,71,1,5,0,0,70,4664,2,41,2,0,4
2,3,34838.0,62,3,6,0,0,75,4730,2,170,2,0,7
4,4,82716.0,8,1,2,0,0,82,4440,0,1167,1,0,27
2,3,48192.0,76,3,8,0,1,68,4653,0,1526,3,3,22
3,3,49681.0,66,6,7,0,0,50,4441,2,458,0,0,15
3,3,56850.0,83,1,2,0,0,55,4302,1,63,2,0,5
2,3,55267.0,28,4,3,0,0,69,4455,1,405,0,0,13
2,3,59666.0,87,7,8,0,0,54,4668,2,1027,0,1,13
2,4,72504.0,43,2,2,0,0,54,4653,1,1478,1,0,20
2,3,26872.0,0,1,6,0,0,45,4460,0,72,2,0,4
2,4,21359.0,1,2,8,0,1,54,4639,1,48,2,0,5
2,4,73170.0,1,1,2,0,0,51,4233,0,726,1,0,15
3,3,52750.0,72,6,4,0,0,71,4714,1,860,0,0,21
4,5,91820.0,72,0,1,0,0,40,4422,0,1497,1,0,22
4,5,65968.0,12,2,3,0,0,56,4252,1,495,0,0,16
2,3,30772.0,89,1,6,0,0,50,4313,2,20,2,0,3
2,4,22507.0,67,3,9,0,0,72,4786,0,570,0,0,16
2,3,65685.0,54,1,5,0,0,54,4296,1,769,0,0,20
0,3,25804.0,34,2,8,0,0,48,4505,1,55,2,0,5
4,4,76412.0,15,1,3,0,1,46,4624,0,1808,3,2,17
2,3,22063.0,43,2,7,0,0,54,4529,1,55,2,0,5
2,4,57091.0,0,1,5,0,1,65,4218,0,577,3,1,17
0,2,78353.0,51,1,8,0,0,67,4643,1,1576,1,0,23
2,3,93404.0,97,3,5,0,0,72,4622,3,1616,0,2,14
2,2,37859.0,75,2,8,0,0,64,4737,3,36,2,0,4
4,6,80995.0,83,1,4,0,0,68,4618,1,1482,1,0,21
2,5,16529.0,23,1,6,0,0,42,4324,1,22,2,0,4
4,2,55412.0,65,1,5,0,0,50,4423,2,63,2,0,5
2,4,48789.0,94,1,6,0,0,34,4861,0,680,0,0,17
4,5,56575.0,42,3,5,0,0,59,4624,2,542,0,0,17
0,5,25130.0,10,2,7,0,0,46,4474,1,50,2,0,5
2,3,35441.0,94,2,8,0,0,59,4704,2,39,2,0,4
2,3,71391.0,50,5,3,0,0,70,4661,1,1043,1,0,23
3,4,49494.0,46,2,7,0,0,54,4634,1,385,2,0,12
