Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,Children,Total_Spending,AcceptedCampaigns,TotalPurchases,Cluster,pca_1,pca_2,pca_3,tsne_1,tsne_2,tsne_3,umap_1,umap_2,umap_3
1,3,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,4769,1,37,0,4,2,-2.326299982426233,-0.23867788564130207,-1.4021687737917092,-21.832691,4.2613397,0.25624773,3.8741713,2.6370106,8.341809
2,3,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,59,4448,3,37,0,5,2,-2.8833409847161344,0.056763426636845485,0.35175147301172494,-9.451908,13.282504,-2.576733,5.2617607,2.1841497,4.095609
4,4,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,57,4801,0,882,0,22,3,1.513318265571924,1.5733559801163157,-0.606966001088673,12.939423,10.719097,-15.237484,16.316238,4.0143843,1.762575
2,3,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,52,4542,2,373,0,13,0,-1.4435046713736064,0.9701902755523777,0.8864128143047267,-1.0350978,3.722879,-11.594402,4.136253,3.7559295,4.37454
3,4,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,61,4623,3,35,0,4,2,-2.707117986172101,0.5699559797837406,1.2428990429656874,-5.9250307,2.3612318,-8.995485,4.778482,2.4635024,5.0079226
2,6,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,48,4672,2,42,0,4,2,-1.3074622359053598,-0.6466561759935108,-0.07545752654519025,-11.354775,3.6124678,-16.21014,4.0953083,2.9167385,5.7419615
3,3,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,66,4885,1,326,0,12,0,-0.5150898307736937,1.1340217452276082,0.45659353686042364,1.742943,3.0434988,-1.6722788,3.9179323,5.232737,6.475578
4,3,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,65,4557,1,404,0,14,0,-0.21846521721915818,0.47386766828806626,0.8659715830403836,-2.118041,1.8090637,8.579697,4.552067,6.1078625,7.303435
2,4,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,55,4554,0,95,0,5,2,-1.295070989776137,-1.2374541420600855,-0.49477527488791456,-13.485611,-10.840278,-8.501194,3.9951482,4.2560186,8.191341
2,6,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,77,4315,0,939,2,13,1,2.675233598353757,-1.5856356175085293,0.6217035653799862,22.023912,-0.029832646,12.242451,6.6381955,9.440282,6.585637
0,4,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,48,4387,1,33,0,4,2,-1.8869649323708584,-1.522629357244426,-1.0929285660234886,-27.718231,0.4625233,0.7570652,4.0114655,1.7184526,8.339853
0,3,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,71,4595,0,981,1,20,1,2.2378317421438427,-0.7666676933593877,-0.19559847409113237,26.478373,-7.465682,8.996625,6.02959,10.45207,6.5506163
2,3,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,50,4729,1,36,0,5,2,-2.139708568540342,-0.36621737784610414,-0.5322794533245692,-17.973827,2.3873613,-3.4932985,5.3018107,2.406539,7.9820037
2,4,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,51,4595,1,1237,0,19,1,1.778898642368734,-0.5565611059039569,0.49578343008258247,6.8992248,-6.09212,9.101778,5.1941743,7.5212784,6.149365
2,5,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,66,4850,1,1825,0,27,0,2.051479903906159,3.9181326798183003,0.040576152525256655,12.897093,13.607641,-7.0117474,16.193657,3.7805338,1.3861942
4,2,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,49,4865,2,103,0,6,0,-2.387521966952444,1.3720919533559741,0.24453960727710616,-4.537361,6.87347,-12.681191,4.1772146,2.950954,4.6635685
2,4,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,49,4762,1,191,0,9,2,-1.9301585683982054,0.656340255678364,-0.5173540379037976,-18.820187,0.3556868,-6.2169943,4.502037,2.608426,7.3832297
4,3,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,56,4426,1,1586,0,23,1,1.282631086208592,0.5701345394901063,0.897357178382385,4.645644,-11.816019,0.21399532,4.2033,6.5998197,6.327124
4,5,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,68,4220,0,963,0,13,1,1.736865566213247,-2.0199072833705474,1.5108188553350161,13.830789,-3.9544575,17.035545,6.7914476,8.467567,6.9644275
0,3,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,56,4369,1,889,0,21,1,0.6087201855259216,0.14249477843962874,0.20678334100040224,1.8254633,0.3226913,14.660428,4.9693613,6.8959274,6.586878
0,4,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,66,4338,0,93,1,6,2,-0.36952989446981216,-0.6393860351128586,-2.575640377304698,4.80393,18.813644,-19.146471,15.38858,2.705242,1.28868
2,4,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,53,4641,0,1587,0,20,3,3.0425398039128564,0.3192382453713223,-1.4821154706420478,18.901655,5.2641716,-14.838585,16.667366,4.75593,2.5107274
2,2,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,64,4315,3,16,0,3,2,-2.4009490761800496,-0.478182932879452,0.41987727169694467,-7.4183125,13.918126,-2.2238507,5.399167,2.3013391,4.0897393
2,4,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,74,4594,0,1375,0,31,1,2.9202169347967333,-0.017059109470718196,1.374632174855642,17.366762,-2.268116,10.04685,6.420299,9.343557,7.152145
2,3,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,64,4741,1,393,0,13,2,0.07309216731636838,-0.18012222628705754,-0.12354329608608564,4.7836847,-0.8053078,6.3681736,4.837909,6.185259,7.6858997
3,2,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,76,4843,1,1477,0,21,0,1.4583812557237779,3.227185516701766,0.2033840406222072,13.555766,8.837505,-11.784507,16.412886,3.9814036,1.630376
2,3,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,55,4439,1,1179,1,16,1,1.815319958870798,-0.6833735381500489,0.32119850883967666,21.963148,-3.1032825,0.48131555,5.1424794,7.6403584,6.352992
2,5,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,66,4836,1,1005,0,22,1,1.3839520993895826,0.888578398244635,1.5232030101326606,12.351357,3.0625682,8.236456,5.0613337,6.227199,5.012326
4,5,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,78,4251,0,1348,0,20,1,2.629612700895337,-1.4002992995098957,2.214256701854726,13.744674,-2.5236006,16.025766,6.7975087,8.531453,6.98635
4,2,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,67,4750,1,1307,0,19,0,0.9292931686810688,1.634038381266675,1.1504136447189093,8.38528,2.0231683,-5.4534106,3.911866,6.698641,6.0726233
2,4,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,62,4622,1,486,1,13,2,0.10488567693689087,0.08091242284310529,-0.3620921272877179,-1.4096223,2.3841507,4.1522374,4.6747255,5.5952587,6.4116645
3,5,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,79,4680,0,2252,2,12,3,4.183001863749148,0.7173862850134669,-0.5421863506890163,17.948048,3.400774,-8.3168,17.465456,5.133389,2.057202
4,3,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,55,4519,2,235,0,10,0,-1.56145894102252,1.572612569287573,1.5020743874016271,0.34507245,3.9966207,-9.170186,4.1615877,3.924251,4.2082314
2,5,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,56,4728,0,1724,2,30,3,5.181869994217746,0.9125270230296132,-1.7155005498223537,21.276695,5.5449495,-10.139187,17.25443,5.305152,2.3581455
3,2,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,56,4402,1,235,0,10,2,-0.29136690217314565,-1.1196114649800035,-0.04554444026969084,-4.173058,-0.33267403,10.486761,4.8816895,6.0281434,7.8533154
3,3,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,49,4241,1,1092,0,25,1,1.6254642427207848,-0.40288323078350896,1.0365892807350494,3.7749093,-8.900561,4.2425194,4.527434,6.986401,6.801583
2,5,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,68,4490,1,599,0,15,1,0.4180849127767016,-0.28960425835566767,0.8816956385559617,5.5661354,-5.004751,14.318132,5.7153907,6.9029346,6.5447984
3,4,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,66,4336,0,2008,1,19,1,4.088960995120234,-1.434009293330337,0.6677109148716469,26.17163,-4.39719,3.976528,6.5500455,9.569081,6.3209157
2,5,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,41,4875,1,48,0,4,2,-2.295660957138624,0.4482494626345138,-1.4629853467988347,-18.73987,-7.428022,-4.1685143,4.082131,3.1902843,7.2549696
2,3,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,52,4890,1,1174,0,27,0,1.1292323055983446,2.0511613176707066,0.5431073625907057,9.803237,-1.6031212,-2.3306813,3.5631146,7.121833,5.4482703
4,5,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,76,4281,1,67,0,6,1,-0.24934661810068104,-1.7913882160123609,2.029361506517887,-8.21432,-12.301301,2.6204896,5.931228,4.735589,6.669291
2,2,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,71,4899,1,365,0,13,0,-0.7104705110118343,1.1762046640303532,-0.25796153571454794,3.7109742,2.0081418,1.896167,4.005194,5.6744623,6.2518945
2,5,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,73,4380,1,165,0,8,2,-0.604890915007564,-0.8420616816295355,1.4408392207577012,-8.1248665,-9.654042,6.4102597,5.493794,4.5749536,6.376526
0,5,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,68,4849,0,210,0,9,2,-0.9891299552183067,-0.30932344567458153,-0.37608499075539914,-15.091669,-6.152803,-11.631834,3.9602997,4.123251,7.7684073
4,5,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,79,4506,1,1095,0,25,1,1.96645529380291,0.04547895320165102,2.162209328594006,2.445305,-14.108687,9.2659,5.782515,6.3321104,6.0250926
4,4,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,60,4455,3,223,1,8,0,-1.4526262570791098,0.9328651781721172,1.6787577850901545,-3.218204,1.3826603,-6.6314015,5.1818814,2.5563178,5.0685706
2,5,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,63,4773,1,597,0,18,0,0.043398572561848286,1.0537448685635449,1.0451962276418811,10.262534,5.2648454,8.3066845,4.934927,6.1318045,5.08931
2,3,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,41,4431,1,22,0,3,2,-2.289147860021035,-1.3633762473455633,-0.9935806619739803,-18.045017,-1.2486254,0.37575176,5.2765985,2.6690612,8.085776
2,6,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,51,4390,1,1064,0,23,1,1.1571967679505317,-0.9878466916482102,0.9348448073489549,-0.79339004,-9.8514805,11.105911,5.9153304,6.7425494,5.9110694
1,3,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,46,4864,0,74,0,5,2,-1.6902898337479368,-0.3459671670936874,-2.2179302702288517,-23.709799,6.278749,-1.6745043,3.9950461,3.006506,8.84768
3,5,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,70,4748,0,26,0,4,2,-1.4473014999651561,-0.7160851703556165,0.1655353195295936,-13.8686495,-9.215952,-7.360895,4.07697,4.2001777,7.9495955
2,3,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,67,4752,0,60,0,4,2,-1.7309828793871667,-0.47014517482727763,-0.6080975438557521,-14.629674,-10.590796,-11.69661,3.855116,4.6426687,8.319714
4,5,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,52,4613,1,20,0,3,2,-1.4698926808073631,-0.45616994672269595,-0.21603674834561157,-10.815739,-8.328103,-2.2980576,4.8520656,3.869427,6.998862
1,4,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,39,4481,1,59,0,5,2,-2.0836783482232635,-1.0603077496279707,-1.3940595919414012,-22.119772,-0.19872043,4.7376533,4.3439455,2.3626895,8.552239
4,3,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,58,4620,1,34,0,4,2,-1.893189188649685,-0.224138570061511,-0.18146359071198984,-10.2686825,2.9277167,2.039157,5.7080026,4.0272098,8.072732
0,3,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,55,4438,2,198,0,9,2,-0.9991674206293024,-0.7948712099964802,0.522343849313682,-1.7660834,0.6084774,20.680147,4.012858,1.1856512,7.8750534
4,3,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,62,4539,1,1048,0,25,1,1.17238077394339,0.5970598257211671,1.667680203185984,5.6328964,-9.071502,-1.1670421,3.920045,6.6557636,6.40572
3,4,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,64,4437,2,574,0,16,0,-0.49864359048217005,0.9315986715006445,2.1099271641349184,-1.127902,1.6093475,-9.913081,4.4463615,4.111535,4.6174235
2,6,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,56,4859,1,1029,0,13,0,0.7432401198295272,0.8194520217541774,0.5105970499243802,12.012516,9.083699,4.124858,5.066365,6.967849,5.331046
2,3,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,46,4399,1,670,0,18,1,0.8389035769834476,-0.754130986748381,0.15811526000306406,3.9703805,-5.384742,7.459486,4.733659,7.2376585,6.839936
4,4,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,51,4779,1,990,0,14,0,-0.10435021228504894,0.8935015428830783,0.24245983128427137,2.0186455,-8.397983,-3.486987,3.8095496,6.184314,6.279028
2,3,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,52,4242,2,11,0,3,2,-2.643817165120929,-1.0925866322354665,-0.3793958291356707,-10.605992,11.239086,-0.5371907,5.303273,2.051472,4.124156
4,3,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,63,4811,1,1241,1,18,3,2.3359210283255307,2.354739194710142,-0.7782914473771796,12.917291,10.716735,-11.170498,16.39906,3.9827905,1.6712831
2,4,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,47,4382,0,576,0,16,1,1.437481730810479,-2.0924342237806175,0.2171921808871461,16.154442,-9.889249,14.925915,6.007721,8.951591,6.8065596
0,3,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,41,4582,1,172,1,8,2,-1.205247834157272,1.4078372043508225,-3.3878264375524703,3.1900158,16.194384,-18.904633,15.621573,2.6555622,1.2329789
4,4,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,46,4392,0,664,0,19,1,1.5520098453300968,-1.4589604030082184,0.11086313016425668,8.135877,-11.80736,10.725781,5.969959,8.189485,7.192931
2,2,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,63,4458,1,928,0,21,1,0.8324512203816729,-0.010728856674460281,0.71220428150236,9.848727,-7.644675,1.24608,3.6742864,7.0907083,6.4283075
2,2,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,59,4872,0,2074,0,29,3,2.5794152069694802,0.9146274719167498,0.04676507981617137,13.52803,-3.8503246,0.32931277,3.7876341,7.6059904,5.7386627
0,5,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,44,4543,0,467,0,14,2,-0.5666104845832003,-0.9345572814231008,-1.676549218622853,-29.513546,2.5939586,-0.10937894,3.9457235,1.7511709,8.364718
2,5,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,71,4452,1,257,0,10,2,-0.7788115826733223,-0.7689696924290079,1.171555678113127,-7.265897,-10.139504,5.614362,5.4564815,4.657912,6.390175
2,5,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,59,4396,0,1146,0,16,1,1.8861902660027368,-1.8602280170159724,0.9031176741538325,16.30617,-6.6156173,14.886788,6.3723454,8.899653,6.8455396
4,2,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,50,4683,1,689,0,18,1,0.748542979721887,0.06833900186846915,0.9207905220331399,6.6451793,-6.5952306,-1.2104352,3.6808949,6.7981424,6.357037
4,4,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,54,4859,0,2114,0,21,3,3.8559790966963994,0.8853664750573965,-0.24535379885796346,18.46894,8.91542,-13.887936,16.573101,4.991413,2.3831549
4,5,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,37,4248,0,1346,2,20,3,3.35196121654503,-1.5729733240298445,-0.5222130078134636,25.007566,2.139819,3.9665494,6.3898964,9.528912,6.0551753
4,5,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,57,4476,0,1044,0,14,1,1.7516265842396548,-1.1774653433039262,0.39329693271641747,7.6119857,-10.992458,12.00906,6.2959504,8.185234,7.1129017
4,2,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,66,4837,1,493,1,16,0,0.5683884115088935,3.0357516704302365,-0.08187982700529392,10.596865,9.987678,-12.734425,16.34857,3.6874328,1.5232759
2,4,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,56,4512,0,957,0,12,1,1.2208824058078653,-1.5710359817135273,0.2318217437357608,15.071116,-7.112253,13.996541,6.1537952,8.841815,6.8611236
3,5,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,68,4556,1,270,0,9,2,-0.483067037069389,-0.46545944451271437,1.5227749669407962,-6.0966067,-11.308444,5.4356112,5.497933,4.6976233,6.3629065
1,5,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,74,4443,0,29,0,4,2,-1.5786856911257932,-1.5071598609409966,-0.4210501993789039,-17.330301,-8.651237,-8.548169,4.1148224,4.3981166,7.8270245
3,6,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,77,4600,2,121,0,6,0,-1.1029753600365473,1.6369266320498863,0.01836738822720137,8.205441,17.094357,-9.381521,16.150534,2.9398663,0.6295547
3,3,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,65,4542,2,126,0,7,2,-0.6202013814726368,-0.8201016736180441,1.5374658953215166,-6.018986,1.5118911,-5.255886,5.107345,2.2924116,4.949272
2,4,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,31,4299,0,23,0,3,2,-1.441860535493436,-2.2732252750198043,-1.48305759735485,-21.752422,-6.363065,3.1683614,5.1233134,2.609189,8.442457
4,4,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,77,4651,2,57,0,5,0,-1.809386883220453,1.9097568064444321,0.014446484804456278,8.760247,15.447274,-11.476482,16.098644,3.0047188,0.8512156
2,4,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,65,4442,0,636,0,18,1,0.3932407255087588,-0.5982180225725259,0.2701517708879126,6.6774006,-2.065366,15.517209,5.150075,6.864985,6.2819595
2,5,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,66,4285,0,1004,1,27,1,2.756544822074143,-0.968280278613361,0.4874688392922613,25.608812,-7.1800256,1.1604862,6.0874853,8.114855,6.296803
2,2,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,53,4489,1,734,0,17,1,0.8255716688881404,-0.3099032636203344,0.9539743938683342,6.455427,-6.030021,1.9541897,3.9313216,7.065741,6.504338
2,3,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,48,4313,2,614,0,18,1,0.24139459253126422,-0.5853273371103861,0.5632861433409326,2.5989113,-4.8312473,7.58422,4.8233585,7.215637,6.851909
2,2,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,48,4342,1,1453,1,18,1,1.0748882813205447,0.40596439363048314,-0.5047509608491075,14.181367,0.6864191,-1.5749688,4.6696806,6.9167933,6.133454
3,4,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,38,4265,0,1621,3,14,3,4.31930852744189,-0.6377985108804004,-2.6698453717041173,25.651037,3.8517103,-10.512185,17.329916,5.7255063,2.469019
3,2,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,58,4389,1,187,0,9,2,-1.2725446246048246,-0.18512381665320712,0.07504106238580564,-6.241625,-0.40873912,5.6867332,5.765626,4.0825953,8.518559
2,3,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,40,4739,1,1443,2,20,3,2.252525566115944,0.481507558287505,-0.8016163490660282,18.552706,0.791627,1.5523093,5.807118,9.600986,5.9672093
4,2,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,56,4206,1,57,0,5,2,-0.8423926040628232,-2.083643490910857,0.457787582920793,-10.3195095,1.7097268,9.862126,5.487164,4.2935576,8.367058
2,2,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,75,4649,1,637,0,18,0,-0.3427565767491014,0.5980134014281984,0.9350343191344123,1.3118447,1.3623432,3.0636897,4.2429056,5.748163,6.062408
4,5,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,78,4424,1,948,1,11,1,0.6702352021644276,0.42090789084105285,1.9454615520463505,-6.449654,-12.575997,8.603356,5.5245748,4.764164,6.1656685
3,3,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,55,4739,1,59,1,4,2,-0.7638757339458818,0.9305040812473329,-2.547551852575312,8.419311,15.783361,-17.312784,15.377434,2.7972782,1.3706433
2,3,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,40,4556,1,18,0,3,2,-2.307483501375423,-0.7829263110368494,-1.6131968179255594,-19.077595,2.5197346,2.1066375,4.7743835,2.9484556,8.547647
3,4,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,61,4820,1,903,0,22,0,0.6921956196081276,1.4119492689524211,0.9250201479529507,10.00793,3.6974597,4.9305086,4.7599897,6.6284437,5.6585026
2,4,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,51,4698,1,112,0,6,2,-1.5370024453572122,-0.16719832387290276,-0.902768563427034,-17.940386,8.492422,1.584892,3.8800123,3.3287292,7.758175
2,5,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,73,4615,0,596,0,17,1,0.8952529878127992,-0.11828107242477842,0.884741343840686,7.5644794,-3.02382,15.5888815,5.9124827,7.477537,6.310632
2,5,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,44,4530,1,233,0,10,2,-1.0951836669655748,-0.21915040359140453,-0.06406660588248776,-11.5391245,-7.1011095,3.5875595,5.305535,3.8575823,6.7428517
4,3,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,51,4773,0,1511,0,10,1,2.1234485916831907,-0.7709550825575353,0.278789708926394,18.407295,-8.494553,5.581826,5.422593,9.380388,7.1237917
0,2,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,66,4848,0,1152,1,16,3,3.0608288236358554,0.5794059873243469,-2.1942212669773187,15.056264,3.622032,-16.88129,16.766953,4.770468,2.3383594
2,5,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,4707,1,48,0,5,2,-1.9771427969649016,-0.18875534588062423,-0.8029656907315877,-17.186556,-6.5824194,-3.3618042,4.3916926,3.198843,7.3043876
